33.9361	-118.4166	84
33.9346	-118.4336	259
33.9318	-118.4523	427
33.9246	-118.4695	503
33.9129	-118.4863	632
33.8965	-118.5097	922
33.8732	-118.5428	1204
33.8513	-118.5578	1463
33.8311	-118.5573	1715
33.7992	-118.5486	2096
33.7614	-118.5382	253
33.7231	-118.5279	2911
33.7019	-118.5157	3162
33.6887	-118.4917	3429
33.6729	-118.4379	384
33.6589	-118.3892	4069
33.6504	-118.3596	4153
33.6459	-118.3326	4366
33.6446	-118.2918	4625
33.6459	-118.2103	5067
33.6454	-118.1520	5372
33.6449	-118.0923	5692
33.6468	-118.0553	589
33.6565	-117.9872	6241
33.6645	-117.9249	653
33.6723	-117.8624	6797
33.6801	-117.8001	7041
33.6879	-117.7383	714
33.6965	-117.6712	7224
33.7053	-117.6034	7315
33.7145	-117.5326	7468
33.7239	-117.4590	7643
33.7328	-117.3872	7818
33.7423	-117.3133	7993
33.7537	-117.2389	8184
33.7648	-117.1687	8504
33.7757	-117.0956	8763
33.7860	-117.0248	8984
33.7961	-116.9558	9167
33.8063	-116.8841	9342
33.8162	-116.8168	9495
33.8267	-116.7446	9616
33.8369	-116.6736	9738
33.8471	-116.6028	9853
33.8571	-116.5322	9967
33.8670	-116.4615	10089
33.8772	-116.3887	10234
33.8871	-116.3174	10371
33.8961	-116.2533	10455
33.9074	-116.1723	10485
33.9175	-116.0993	10638
33.9278	-116.0254	10668
33.9378	-115.9517	10668
33.9479	-115.8774	10668
33.9575	-115.8062	10668
33.9677	-115.7294	10668
33.9773	-115.6567	10668
33.9863	-115.5862	10668
33.9956	-115.5130	10668
34.0044	-115.4349	10668
34.0132	-115.3637	10668
34.0241	-115.2828	10668
34.0343	-115.2082	10668
34.0440	-115.1362	10668
34.0538	-115.0625	10668
34.0630	-114.9912	10668
34.0722	-114.9186	10668
34.0813	-114.8448	10668
34.0899	-114.7754	10668
34.0995	-114.7004	10668
34.1096	-114.6539	10668
34.1297	-114.5826	10668
34.1494	-114.5129	10668
34.1685	-114.4457	10668
34.1877	-114.3778	10668
34.2068	-114.3100	10668
34.2257	-114.2424	10668
34.2447	-114.1746	10668
34.2632	-114.1080	10668
34.2820	-114.0404	10668
34.3023	-113.9674	10668
34.3212	-113.8991	10668
34.3400	-113.8305	10668
34.3586	-113.7628	10668
34.3784	-113.6903	10668
34.3969	-113.6228	10668
34.4166	-113.5503	10668
34.4345	-113.4844	10668
34.4541	-113.4124	10668
34.4721	-113.3461	10668
34.4905	-113.2781	10668
34.5080	-113.2124	10668
34.5272	-113.1408	10668
34.5454	-113.0730	10668
34.5636	-113.0051	10668
34.5816	-112.9378	10668
34.5999	-112.8694	10668
34.6165	-112.8074	10668
34.6346	-112.7391	10668
34.6525	-112.6715	10668
34.6704	-112.6031	10668
34.6889	-112.5327	10668
34.7023	-112.4823	10668
34.7295	-112.4000	10668
34.7509	-112.3358	10668
34.7729	-112.2696	10668
34.7956	-112.2014	10668
34.8170	-112.1366	10668
34.8390	-112.0700	10668
34.8615	-112.0020	10668
34.8833	-111.9359	10668
34.9059	-111.8671	10668
34.9285	-111.7981	10668
34.9512	-111.7287	10668
34.9730	-111.6621	10668
34.9944	-111.5964	10668
35.0171	-111.5264	10668
35.0390	-111.4589	10676
35.0609	-111.3915	10668
35.0826	-111.3237	10668
35.1039	-111.2573	10668
35.1260	-111.1889	10668
35.1471	-111.1234	10668
35.1686	-111.0558	10668
35.1905	-110.9877	10668
35.2110	-110.9233	10668
35.2316	-110.8582	10668
35.2528	-110.7915	10668
35.2740	-110.7246	10668
35.2947	-110.6588	10668
35.3146	-110.5953	10668
35.3358	-110.5277	10668
35.3560	-110.4634	10668
35.3762	-110.3987	10668
35.3963	-110.3345	10668
35.4178	-110.2656	10668
35.4383	-110.1994	10668
35.4634	-110.1185	10668
35.4862	-110.0447	10668
35.5059	-109.9809	10668
35.5301	-109.9021	10668
35.5506	-109.8352	10668
35.5708	-109.7690	10668
35.5912	-109.7025	10668
35.6114	-109.6360	10668
35.6317	-109.5693	10668
35.6518	-109.5033	10668
35.6721	-109.4362	10668
35.6951	-109.3600	10668
35.7157	-109.2911	10668
35.7357	-109.2246	10668
35.7560	-109.1571	10668
35.7766	-109.0879	10668
35.7966	-109.0207	10668
35.8170	-108.9525	10668
35.8381	-108.8814	10668
35.8584	-108.8128	10668
35.8787	-108.7441	10668
35.8978	-108.6792	10668
35.9192	-108.6060	10668
35.9383	-108.5409	10668
35.9596	-108.4684	10668
35.9783	-108.4042	10668
35.9982	-108.3358	10668
36.0176	-108.2687	10668
36.0369	-108.2023	10668
36.0573	-108.1320	10645
36.0767	-108.0644	10485
36.0961	-107.9968	10348
36.1157	-107.9286	10203
36.1359	-107.8578	10051
36.1555	-107.7892	9906
36.1748	-107.7212	9769
36.1947	-107.6509	9616
36.2142	-107.5816	9479
36.2384	-107.4960	9449
36.2591	-107.4227	9449
36.2777	-107.3563	9449
36.2986	-107.2817	9449
36.3185	-107.2107	9449
36.3390	-107.1369	9449
36.3582	-107.0677	9449
36.3781	-106.9961	9449
36.3976	-106.9255	9449
36.4181	-106.8508	9449
36.4375	-106.7801	9449
36.4567	-106.7106	9449
36.4763	-106.6387	9449
36.4959	-106.5668	9449
36.5155	-106.4949	9449
36.5348	-106.4240	9449
36.5550	-106.3487	9449
36.5734	-106.2802	9449
36.5934	-106.2059	9449
36.6118	-106.1375	9449
36.6321	-106.0619	9449
36.6505	-105.9928	9449
36.6701	-105.9193	9449
36.6892	-105.8472	9441
36.7118	-105.7619	9449
36.7310	-105.6888	9449
36.7501	-105.6156	9449
36.7693	-105.5423	9449
36.7897	-105.4644	9456
36.8089	-105.3911	9639
36.8281	-105.3174	983
36.8467	-105.2457	9982
36.8654	-105.1732	1015
36.8849	-105.0972	10302
36.9034	-105.0248	10523
36.9209	-104.9570	10721
36.9398	-104.8835	10859
36.9572	-104.8151	1095
36.9759	-104.7416	11041
36.9942	-104.6685	11148
37.0122	-104.5974	11278
37.0312	-104.5218	11278
37.0495	-104.4492	11278
37.0679	-104.3760	11278
37.0858	-104.3043	11278
37.1042	-104.2301	11278
37.1214	-104.1603	11278
37.1399	-104.0854	11278
37.1577	-104.0135	11278
37.1742	-103.9463	11278
37.1920	-103.8742	11278
37.2100	-103.8008	11278
37.2262	-103.7344	11278
37.2449	-103.6572	11278
37.2597	-103.5865	11278
37.2646	-103.5436	11278
37.2728	-103.4675	11278
37.2805	-103.3939	11278
37.2886	-103.3167	11278
37.2969	-103.2364	11278
37.3056	-103.1527	11278
37.3135	-103.0764	11278
37.3221	-102.9927	11278
37.3298	-102.9167	11278
37.3375	-102.8394	11278
37.3451	-102.7622	11278
37.3525	-102.6886	11278
37.3600	-102.6137	11278
37.3676	-102.5357	11278
37.3752	-102.4585	11278
37.3822	-102.3859	11278
37.3894	-102.3109	11278
37.3967	-102.2344	11278
37.4041	-102.1559	11278
37.4112	-102.0792	11278
37.4181	-102.0055	11278
37.4259	-101.9229	11278
37.4329	-101.8475	11278
37.4399	-101.7701	11278
37.4471	-101.6890	11278
37.4540	-101.6134	11278
37.4609	-101.5350	11285
37.4679	-101.4562	11278
37.4748	-101.3780	11278
37.4815	-101.3012	11278
37.4886	-101.2202	11278
37.4953	-101.1419	11285
37.5020	-101.0632	11278
37.5086	-100.9856	11278
37.5154	-100.9042	11278
37.5220	-100.8246	11278
37.5302	-100.7262	11278
37.5366	-100.6470	11278
37.5430	-100.5678	11278
37.5496	-100.4852	11278
37.5563	-100.4014	11278
37.5630	-100.3168	11278
37.5695	-100.2329	11278
37.5758	-100.1514	11278
37.5826	-100.0624	11278
37.5888	-99.9811	11278
37.5951	-99.8975	11278
37.6011	-99.8162	11278
37.6069	-99.7381	11278
37.6129	-99.6561	11278
37.6190	-99.5735	11278
37.6247	-99.4926	11278
37.6305	-99.4080	11278
37.6363	-99.3255	11278
37.6419	-99.2477	11278
37.6476	-99.1661	11278
37.6531	-99.0849	11278
37.6589	-98.9993	11278
37.6646	-98.9147	11278
37.6700	-98.8322	11278
37.6754	-98.7479	11278
37.6812	-98.6590	11278
37.6866	-98.5742	11278
37.6919	-98.4887	11278
37.6970	-98.4061	11278
37.7024	-98.3194	11278
37.7077	-98.2347	11278
37.7129	-98.1470	11278
37.7183	-98.0566	11278
37.7233	-97.9722	11278
37.7284	-97.8840	11278
37.7335	-97.7950	11278
37.7386	-97.7057	11278
37.7436	-97.6165	11278
37.7508	-97.5253	11278
37.7604	-97.4228	11278
37.7689	-97.3314	11278
37.7771	-97.2426	11278
37.7854	-97.1512	11285
37.7937	-97.0589	11278
37.8017	-96.9695	11278
37.8102	-96.8751	11278
37.8182	-96.7856	11278
37.8266	-96.6917	11278
37.8349	-96.5973	11278
37.8428	-96.5057	11278
37.8502	-96.4191	11278
37.8581	-96.3239	11278
37.8648	-96.2406	11278
37.8721	-96.1526	11278
37.8796	-96.0625	11278
37.8864	-95.9780	11278
37.8937	-95.8888	11278
37.9006	-95.8029	11278
37.9075	-95.7154	11278
37.9144	-95.6275	11278
37.9212	-95.5409	11278
37.9278	-95.4544	11278
37.9343	-95.3703	11278
37.9412	-95.2811	11278
37.9476	-95.1939	11278
37.9539	-95.1067	11278
37.9600	-95.0237	11278
37.9663	-94.9355	11278
37.9725	-94.8477	11278
37.9788	-94.7610	11278
37.9852	-94.6737	11278
