37.9916	-94.5807	11278
37.9975	-94.4957	11278
38.0032	-94.4092	11278
38.0091	-94.3198	11278
38.0149	-94.2315	11278
38.0207	-94.1421	11278
38.0267	-94.0508	11278
38.0325	-93.9600	11278
38.0381	-93.8715	11278
38.0441	-93.7760	11278
38.0499	-93.6830	11278
38.0553	-93.5940	11285
38.0611	-93.4990	11278
38.0662	-93.4133	11278
38.0714	-93.3246	11278
38.0765	-93.2343	11278
38.0819	-93.1395	11278
38.0869	-93.0498	11278
38.0919	-92.9580	11278
38.0969	-92.8665	11278
38.1018	-92.7773	11278
38.1067	-92.6861	11278
38.1116	-92.5930	11278
38.1165	-92.4966	11278
38.1212	-92.3997	11278
38.1259	-92.3042	11278
38.1304	-92.2136	11278
38.1351	-92.1199	11278
38.1395	-92.0278	11278
38.1437	-91.9362	11278
38.1479	-91.8447	11278
38.1520	-91.7532	11278
38.1532	-91.6878	11278
38.1496	-91.5983	11278
38.1458	-91.5046	11278
38.1418	-91.4108	11278
38.1376	-91.3160	11278
38.1335	-91.2242	11278
38.1294	-91.1336	11278
38.1253	-91.0443	11278
38.1210	-90.9475	11278
38.1169	-90.8575	11278
38.1122	-90.7603	11278
38.1077	-90.6703	11278
38.1030	-90.5778	11278
38.0979	-90.4818	11278
38.0934	-90.3919	11278
38.0888	-90.2994	11278
38.0859	-90.2389	11278
38.0812	-90.1504	11278
38.0763	-90.0589	11278
38.0712	-89.9686	11278
38.0660	-89.8772	11278
38.0610	-89.7896	11278
38.0561	-89.7039	11278
38.0506	-89.6083	11278
38.0452	-89.5152	11278
38.0399	-89.4265	11278
38.0346	-89.3378	11278
38.0290	-89.2468	11278
38.0234	-89.1580	11278
38.0178	-89.0689	11278
38.0120	-88.9778	11278
38.0061	-88.8855	11278
38.0003	-88.7961	11278
37.9946	-88.7071	11278
37.9887	-88.6160	11278
37.9873	-88.5542	11285
37.9925	-88.4778	11278
38.0007	-88.3811	11278
38.0079	-88.2927	11278
38.0149	-88.2062	11278
38.0224	-88.1132	11278
38.0294	-88.0236	11278
38.0365	-87.9324	11278
38.0432	-87.8453	11278
38.0501	-87.7536	11278
38.0568	-87.6641	11278
38.0632	-87.5746	11278
38.0703	-87.4791	11278
38.0764	-87.3965	11278
38.0836	-87.3000	11278
38.0898	-87.2168	11278
38.0964	-87.1246	11278
38.1025	-87.0367	11278
38.1087	-86.9447	11278
38.1147	-86.8545	11278
38.1208	-86.7630	11278
38.1270	-86.6725	11278
38.1329	-86.5824	11278
38.1387	-86.4934	11278
38.1445	-86.4049	11278
38.1506	-86.3096	11278
38.1564	-86.2157	11278
38.1617	-86.1292	11278
38.1674	-86.0359	11278
38.1731	-85.9442	11278
38.1789	-85.8517	11278
38.1846	-85.7605	11278
38.1901	-85.6666	11278
38.1953	-85.5721	11278
38.2004	-85.4819	11278
38.2053	-85.3933	11278
38.2103	-85.2983	11278
38.2149	-85.2067	11278
38.2200	-85.1146	11278
38.2249	-85.0231	11278
38.2295	-84.9344	11278
38.2347	-84.8367	11278
38.2395	-84.7469	11278
38.2441	-84.6546	11278
38.2483	-84.5650	11278
38.2525	-84.4713	11278
38.2567	-84.3817	11278
38.2611	-84.2872	11278
38.2654	-84.1958	11278
38.2694	-84.1077	11278
38.2736	-84.0130	11278
38.2774	-83.9231	11278
38.2813	-83.8293	11278
38.2851	-83.7358	11278
38.2888	-83.6463	11278
38.2925	-83.5518	11278
38.2962	-83.4607	11278
38.2998	-83.3658	11278
38.3033	-83.2734	11278
38.3068	-83.1771	11278
38.3101	-83.0864	11278
38.3136	-82.9908	11278
38.3168	-82.8972	11278
38.3200	-82.8005	11278
38.3230	-82.7065	11278
38.3259	-82.6104	11278
38.3287	-82.5182	11278
38.3316	-82.4255	11278
38.3342	-82.3464	11278
38.3371	-82.2514	11278
38.3394	-82.1636	11278
38.3420	-82.0692	11278
38.3445	-81.9751	11278
38.3471	-81.8809	11278
38.3496	-81.7844	11278
38.3460	-81.6465	11278
38.3431	-81.5520	11278
38.3402	-81.4603	11278
38.3370	-81.3657	11278
38.3337	-81.2720	11278
38.3305	-81.1792	11278
38.3272	-81.0850	11278
38.3237	-80.9922	11278
38.3201	-80.8972	11278
38.3166	-80.8019	11278
38.3133	-80.7185	11278
38.3091	-80.6118	11278
38.3101	-80.5207	11278
38.3186	-80.4495	11278
38.3383	-80.3468	11057
38.3549	-80.2610	1066
38.3713	-80.1735	10226
38.3884	-80.0826	9815
38.4039	-80.0000	9274
38.4199	-79.9171	8832
38.4362	-79.8304	8611
38.4524	-79.7445	8047
38.4682	-79.6601	7628
38.4838	-79.5754	7506
38.4996	-79.4898	743
38.5153	-79.4087	7102
38.5324	-79.3251	6828
38.5486	-79.2457	6515
38.5646	-79.1655	6165
38.5790	-79.0915	589
38.5941	-79.0125	554
38.6060	-78.9407	5189
38.6183	-78.8637	4862
38.6243	-78.8274	4785
38.6459	-78.7346	4359
38.6622	-78.6667	413
38.6781	-78.6011	3901
38.6928	-78.5394	378
38.7070	-78.4789	3459
38.7205	-78.4209	3338
38.7315	-78.3831	3284
38.7492	-78.3514	3284
38.7781	-78.3115	3109
38.8069	-78.2715	2979
38.8370	-78.2295	2789
38.8503	-78.2082	2697
38.8605	-78.1815	2568
38.8725	-78.1330	2347
38.8860	-78.0799	2126
38.8982	-78.0314	2073
38.9103	-77.9833	192
38.9219	-77.9365	176
38.9336	-77.8890	176
38.9457	-77.8406	1768
38.9572	-77.7936	176
38.9630	-77.7663	176
38.9634	-77.7365	176
38.9587	-77.6941	176
38.9550	-77.6577	176
38.9590	-77.6278	176
38.9723	-77.6064	176
39.0008	-77.5845	176
39.0213	-77.5756	176
39.0380	-77.5747	176
39.0547	-77.5750	176
39.0734	-77.5753	1745
39.0893	-77.5753	1638
39.0970	-77.5752	1642
39.1586	-77.5650	1151
39.1636	-77.5421	1074
39.1620	-77.5054	983
39.1569	-77.4845	945
39.1414	-77.4679	853
39.1275	-77.4563	739
39.1033	-77.4361	617
39.0879	-77.4332	533
39.0714	-77.4346	541
39.0458	-77.4345	533
39.0315	-77.4348	488
39.0171	-77.4349	476
39.0108	-77.4350	410
38.9563	-77.4360	38
38.9451	-77.4362	8
